ANYO_PROCESO;CODIGO_CARRERA;NOMBRE_CARRERA;NOMBRE_UNIVERSIDAD;AREA_CONOCIMIENTO_SIES;VACANTES_REG;NUM_SELEC_REG;COMPLETA_VACANTES_REG;PROM_OBLIGATORIAS_ULTIMO_SELEC;PROM_OBLIGATORIAS_SD;PROM_OBLIGATORIAS_MIN;PROM_OBLIGATORIAS_P10;PROM_OBLIGATORIAS_P25;PROM_OBLIGATORIAS_PROM;PROM_OBLIGATORIAS_MED;PROM_OBLIGATORIAS_P75;PROM_OBLIGATORIAS_P90;PROM_OBLIGATORIAS_MAX
2026;49216;PEDAGOGÍA EN EDUCACIÓN PARVULARIA;UNIVERSIDAD AUTONOMA DE CHILE;EDUCACIÓN;50;38;0;559.5;37.02;546.5;556;571.88;594.78;588.25;612.25;641.25;729.5
2026;49217;PEDAGOGÍA EN HISTORIA, GEOGRAFÍA Y CIENCIAS SOCIALES;UNIVERSIDAD AUTONOMA DE CHILE;EDUCACIÓN;25;17;0;571.5;62.13;546.5;566.9;579;637.03;645.5;661;703.5;780.5
2026;49218;PEDAGOGÍA EN INGLÉS;UNIVERSIDAD AUTONOMA DE CHILE;EDUCACIÓN;35;26;0;562.5;55.45;460;552.5;567.88;605.52;602.25;636.62;671;727
2026;49219;PEDAGOGÍA EN LENGUA CASTELLANA Y COMUNICACIÓN;UNIVERSIDAD AUTONOMA DE CHILE;EDUCACIÓN;35;30;0;546;58.93;511;552.3;575.5;616.63;615.75;667.25;693.2;734.5
2026;49220;INGENIERÍA CIVIL INDUSTRIAL;UNIVERSIDAD AUTONOMA DE CHILE;TECNOLOGÍA;50;60;1;591.5;65.28;488.5;559.9;607.5;645.48;652;681.25;732.25;788
2026;49222;INGENIERÍA CIVIL INFORMÁTICA;UNIVERSIDAD AUTONOMA DE CHILE;TECNOLOGÍA;65;90;1;578;78.43;464.5;524.7;575.75;630.59;630.5;685.62;724.6;832.5
2026;49223;LICENCIATURA EN ARTES VISUALES;UNIVERSIDAD AUTONOMA DE CHILE;ARTE Y ARQUITECTURA;40;52;1;464.5;86.35;424.5;480.75;514.12;572.13;547.5;637;671.2;884
2026;49224;PEDAGOGÍA EN EDUCACIÓN DIFERENCIAL;UNIVERSIDAD AUTONOMA DE CHILE;EDUCACIÓN;35;26;0;547.5;46.11;481.5;550;566.75;594.65;594.75;613.12;646;696.5
2026;49225;ADMINISTRACIÓN PÚBLICA;UNIVERSIDAD AUTONOMA DE CHILE;CIENCIAS SOCIALES;40;75;1;614;63.14;461.5;494.4;520.75;564.01;551;613.25;640.1;767.5
2026;49229;PERIODISMO;UNIVERSIDAD AUTONOMA DE CHILE;CIENCIAS SOCIALES;40;65;1;499;84.95;458;491.1;514.5;579.14;553;632;708;784
2026;49231;ARQUITECTURA;UNIVERSIDAD AUTONOMA DE CHILE;ARTE Y ARQUITECTURA;60;85;1;654;66.72;458;521.4;561;613.05;617.5;650;697.3;791
2026;49301;ENFERMERÍA;UNIVERSIDAD AUTONOMA DE CHILE;SALUD;90;116;1;564.5;51.42;554;592.25;628.88;661.2;656.5;692;726.5;804
2026;49302;FONOAUDIOLOGÍA;UNIVERSIDAD AUTONOMA DE CHILE;SALUD;45;65;1;487.5;55.16;464.5;503.6;532.5;567.29;561;593.5;638.2;738.5
2026;49303;KINESIOLOGÍA;UNIVERSIDAD AUTONOMA DE CHILE;SALUD;65;75;1;561.5;60.54;547.5;575.4;603.5;642.91;633.5;675.5;714.7;938
2026;49304;NUTRICIÓN Y DIETÉTICA;UNIVERSIDAD AUTONOMA DE CHILE;SALUD;80;120;1;513.5;53.94;458;493.5;518.5;558.56;549.25;590.12;639.05;715
2026;49305;ODONTOLOGÍA;UNIVERSIDAD AUTONOMA DE CHILE;SALUD;50;70;1;601.5;50.48;601.5;633.25;649.25;692.02;694.25;718.75;743.9;858.5
2026;49306;QUÍMICA Y FARMACIA;UNIVERSIDAD AUTONOMA DE CHILE;SALUD;90;115;1;640.5;57.86;640.5;700.9;727.75;771.49;772.5;805.25;856.7;917.5
2026;49307;TERAPIA OCUPACIONAL;UNIVERSIDAD AUTONOMA DE CHILE;SALUD;75;95;1;629.5;63.76;458;483.9;508.25;556.92;549;597.5;624.1;797
2026;49308;ARQUITECTURA;UNIVERSIDAD AUTONOMA DE CHILE;ARTE Y ARQUITECTURA;70;85;1;571;86.35;478.5;547.8;580;644.08;643;691;726.5;956.5
2026;49309;INGENIERÍA EN CONSTRUCCIÓN;UNIVERSIDAD AUTONOMA DE CHILE;TECNOLOGÍA;50;51;1;497.5;67.54;468;494.5;520;577.14;582;617.5;668;787.5
2026;49310;INGENIERÍA EN CONTROL DE GESTIÓN;UNIVERSIDAD AUTONOMA DE CHILE;ADMINISTRACIÓN Y COMERCIO;40;55;1;560;73.37;463.5;497.2;539.25;589.31;580;645;683.8;739.5
2026;49311;INGENIERÍA COMERCIAL;UNIVERSIDAD AUTONOMA DE CHILE;ADMINISTRACIÓN Y COMERCIO;95;130;1;526.5;76.35;470.5;515.95;560;607.42;597;652.38;706.1;910
2026;49313;DERECHO;UNIVERSIDAD AUTONOMA DE CHILE;DERECHO;120;145;1;579;82.11;476;528.9;554.5;617.09;601;676.5;718.4;881
2026;49314;PSICOLOGÍA;UNIVERSIDAD AUTONOMA DE CHILE;CIENCIAS SOCIALES;120;155;1;568;71.98;461.5;536.3;568;616.01;608.5;652.5;701.1;853
2026;49316;TRABAJO SOCIAL;UNIVERSIDAD AUTONOMA DE CHILE;CIENCIAS SOCIALES;50;75;1;500;36.56;461.5;473.4;488.5;512.14;502.5;530.25;561.3;621.5
2026;49317;PEDAGOGÍA EN EDUCACIÓN BÁSICA;UNIVERSIDAD AUTONOMA DE CHILE;EDUCACIÓN;35;31;0;556.5;71.46;488.5;543.5;554.75;611.34;619;655.75;722;739
2026;49318;PEDAGOGÍA EN EDUCACIÓN FÍSICA;UNIVERSIDAD AUTONOMA DE CHILE;EDUCACIÓN;40;60;1;546.5;47.79;543.5;548.9;560.75;597.22;588.25;617.25;654.55;761.5
2026;49319;PEDAGOGÍA EN EDUCACIÓN PARVULARIA;UNIVERSIDAD AUTONOMA DE CHILE;EDUCACIÓN;40;32;0;563;56.89;436;546.5;553;583.72;568;608.75;651;731.5
2026;49320;PEDAGOGÍA EN INGLÉS;UNIVERSIDAD AUTONOMA DE CHILE;EDUCACIÓN;30;24;0;566.5;69.62;543.5;548.65;568;629;624.75;680.88;719.15;767.5
2026;49321;INGENIERÍA CIVIL INDUSTRIAL;UNIVERSIDAD AUTONOMA DE CHILE;TECNOLOGÍA;45;55;1;500;87.6;500;562.6;607;676.85;671;735.25;805.3;866
2026;49327;PEDAGOGÍA EN EDUCACIÓN DIFERENCIAL;UNIVERSIDAD AUTONOMA DE CHILE;EDUCACIÓN;30;26;0;577;59.24;425;550.75;564;592.46;581.5;619;657;753
2026;49328;INGENIERÍA EN ADMINISTRACIÓN;UNIVERSIDAD AUTONOMA DE CHILE;ADMINISTRACIÓN Y COMERCIO;40;55;1;547;63.64;481.5;511.5;544.75;592.28;592;623;678;783.5
2026;49330;INGENIERÍA CIVIL INFORMÁTICA;UNIVERSIDAD AUTONOMA DE CHILE;TECNOLOGÍA;45;50;1;581.5;94.43;511.5;581.45;607.62;683.49;676;741.62;800.95;943
2026;49332;PERIODISMO;UNIVERSIDAD AUTONOMA DE CHILE;CIENCIAS SOCIALES;35;39;1;539.5;59.85;461.5;475.5;496.5;534;518;553.75;605.2;741.5
2026;49334;MEDICINA;UNIVERSIDAD AUTONOMA DE CHILE;SALUD;50;60;1;885.5;25.15;869.5;878.85;893;911.29;908;927.12;944.85;968.5
2026;49335;PSICOPEDAGOGÍA;UNIVERSIDAD AUTONOMA DE CHILE;EDUCACIÓN;30;45;1;493.5;40.66;458.5;474;492.5;516.61;513;535.5;552.5;706.5
2026;49339;INGENIERÍA CIVIL PLAN COMÚN;UNIVERSIDAD AUTONOMA DE CHILE;TECNOLOGÍA;45;23;0;463;61.64;463;523.6;534.25;586.76;588.5;631.5;647.6;728.5
2026;50101;ARQUITECTURA;UNIVERSIDAD SAN SEBASTIAN;ARTE Y ARQUITECTURA;120;66;0;487;99.2;466;519.75;540.62;619.17;603.5;667.38;764.5;926.5
2026;50102;DERECHO;UNIVERSIDAD SAN SEBASTIAN;DERECHO;300;160;0;491;77.58;461.5;512.8;547;607.38;600;661.12;722.45;794.5
2026;50104;INGENIERÍA CIVIL;UNIVERSIDAD SAN SEBASTIAN;TECNOLOGÍA;40;41;1;500;90.61;492.5;533;550;620.84;606;661;756.5;899
2026;50105;INGENIERÍA CIVIL EN MINAS;UNIVERSIDAD SAN SEBASTIAN;TECNOLOGÍA;120;83;0;487;84.69;366;510.4;539.25;611.12;607;670;715.2;778
2026;50106;INGENIERÍA CIVIL INDUSTRIAL;UNIVERSIDAD SAN SEBASTIAN;TECNOLOGÍA;140;101;0;581;90.19;479;549;599;662.99;652.5;731.5;774.5;930.5
2026;50107;INGENIERÍA CIVIL INFORMÁTICA;UNIVERSIDAD SAN SEBASTIAN;TECNOLOGÍA;120;57;0;518;82.36;490.5;529.4;574.5;635.04;620.5;690.5;768.6;805.5
2026;50108;INGENIERÍA COMERCIAL;UNIVERSIDAD SAN SEBASTIAN;ADMINISTRACIÓN Y COMERCIO;180;115;0;508;81.21;471.5;516.7;539.25;590.88;575;611.5;701.7;956.5
2026;50110;ODONTOLOGÍA;UNIVERSIDAD SAN SEBASTIAN;SALUD;260;287;1;476;90.87;458;493.3;540;606.71;593.5;671.25;736.2;886.5
2026;50112;PEDAGOGÍA EN EDUCACIÓN DIFERENCIAL;UNIVERSIDAD SAN SEBASTIAN;EDUCACIÓN;45;10;0;551;66.62;487;540.1;553.25;598.6;592.25;650;680.55;694.5
2026;50115;PEDAGOGÍA EN INGLÉS;UNIVERSIDAD SAN SEBASTIAN;EDUCACIÓN;50;13;0;622;63.18;541;549.4;554;613;593.5;647;704.1;734.5
2026;50119;BACHILLERATO EN CIENCIAS DE LA SALUD;UNIVERSIDAD SAN SEBASTIAN;SALUD;260;281;1;587;110.12;473;571.5;640.5;723.12;718;822.5;867.5;931
2026;50121;ENFERMERÍA;UNIVERSIDAD SAN SEBASTIAN;SALUD;285;308;1;463.5;72.38;460.5;488.4;513.38;570.06;561.25;609.12;673.25;810.5
2026;50122;FONOAUDIOLOGÍA;UNIVERSIDAD SAN SEBASTIAN;SALUD;60;42;0;532;54.15;463;488.6;513.62;550.27;539.5;584.62;624.3;700.5
2026;50124;KINESIOLOGÍA;UNIVERSIDAD SAN SEBASTIAN;SALUD;170;176;1;497;78.5;463;486.75;511;574.18;563.75;615.25;681.5;885.5
2026;50125;MEDICINA;UNIVERSIDAD SAN SEBASTIAN;SALUD;120;141;1;878;30.05;847;869;887;909.47;909.5;930;948;978.5
2026;50126;NUTRICIÓN Y DIETÉTICA;UNIVERSIDAD SAN SEBASTIAN;SALUD;90;49;0;515.5;64.44;479;502.1;524;571.51;559.5;601;654.4;773.5
2026;50127;OBSTETRICIA;UNIVERSIDAD SAN SEBASTIAN;SALUD;170;200;1;513.5;50.1;513.5;555.9;582;615.52;603;649.12;685.15;753
2026;50128;PSICOLOGÍA;UNIVERSIDAD SAN SEBASTIAN;CIENCIAS SOCIALES;330;274;0;549.5;84.71;461.5;499.1;537.5;600.62;586;654;710.1;870.5
2026;50129;QUÍMICA Y FARMACIA;UNIVERSIDAD SAN SEBASTIAN;SALUD;280;310;1;619.5;76;547.5;609.25;647.75;705.03;697.25;754.5;803.25;919
2026;50130;TECNOLOGÍA MÉDICA;UNIVERSIDAD SAN SEBASTIAN;SALUD;220;203;0;473.5;92.7;468.5;507.2;546.5;618.59;608.5;677;752.3;911.5
2026;50131;TERAPIA OCUPACIONAL;UNIVERSIDAD SAN SEBASTIAN;SALUD;140;105;0;531.5;75.65;458;483;509.5;564.25;547;604;667.3;894
2026;50132;ADMINISTRACIÓN PÚBLICA;UNIVERSIDAD SAN SEBASTIAN;CIENCIAS SOCIALES;50;50;1;504;77.47;486;503.65;543.62;612.87;630;653.38;695.1;820.5
2026;50133;MEDICINA VETERINARIA;UNIVERSIDAD SAN SEBASTIAN;AGROPECUARIA;220;191;0;481.5;86.55;458;489;520.75;592.01;578.5;645;714;841.5
2026;50135;ANIMACIÓN DIGITAL;UNIVERSIDAD SAN SEBASTIAN;ARTE Y ARQUITECTURA;80;46;0;459.5;101.98;459.5;499.5;543.88;625.6;622.5;698.25;773.75;861.5
2026;50142;GEOLOGÍA;UNIVERSIDAD SAN SEBASTIAN;CIENCIAS BÁSICAS;60;17;0;564.5;93.44;518.5;541.7;564.5;666.32;696;746.5;774.5;780.5
2026;50201;ARQUITECTURA;UNIVERSIDAD SAN SEBASTIAN;ARTE Y ARQUITECTURA;90;51;0;506.5;75.98;497;539.5;586;639.07;647;695.25;739;812.5
2026;50202;DERECHO;UNIVERSIDAD SAN SEBASTIAN;DERECHO;150;88;0;476;107.62;458;491.15;542.5;630.29;616.25;714.5;777.65;916.5
2026;50206;INGENIERÍA CIVIL INDUSTRIAL;UNIVERSIDAD SAN SEBASTIAN;TECNOLOGÍA;90;63;0;492.5;98.59;477.5;550.5;641;695.09;699.5;754.25;820.4;888
2026;50207;INGENIERÍA CIVIL INFORMÁTICA;UNIVERSIDAD SAN SEBASTIAN;TECNOLOGÍA;60;38;0;465;114.72;465;566.9;639.62;715.04;716.5;800.88;865.65;922
2026;50208;INGENIERÍA COMERCIAL;UNIVERSIDAD SAN SEBASTIAN;ADMINISTRACIÓN Y COMERCIO;120;80;0;470.5;94.4;463;502.3;543;613.94;592.5;681.88;752.5;823.5
2026;50210;ODONTOLOGÍA;UNIVERSIDAD SAN SEBASTIAN;SALUD;120;81;0;514.5;104.26;478.5;514.5;554;636.27;629;696;781;889
2026;50215;PEDAGOGÍA EN INGLÉS;UNIVERSIDAD SAN SEBASTIAN;EDUCACIÓN;50;24;0;731.5;80.12;466;546.95;559.25;624.6;619.25;684.5;725.1;803
2026;50218;ADMINISTRACIÓN EN ECOTURISMO;UNIVERSIDAD SAN SEBASTIAN;ADMINISTRACIÓN Y COMERCIO;60;12;0;510;43.46;505;509.55;517.88;549.88;541.75;560.25;599.4;656
2026;50219;BACHILLERATO EN CIENCIAS DE LA SALUD;UNIVERSIDAD SAN SEBASTIAN;SALUD;110;77;0;546.5;110.47;475;544.9;626;699.34;712;791;832.8;943
2026;50221;ENFERMERÍA;UNIVERSIDAD SAN SEBASTIAN;SALUD;90;79;0;496;82.76;460.5;477.9;527.75;589.2;593;643;695.4;782
2026;50222;FONOAUDIOLOGÍA;UNIVERSIDAD SAN SEBASTIAN;SALUD;50;5;0;481.5;52.88;481.5;492.3;508.5;546.6;545;599;599;599
2026;50224;KINESIOLOGÍA;UNIVERSIDAD SAN SEBASTIAN;SALUD;100;59;0;475;81.08;459;478.2;512.5;575.77;558.5;626;690.6;776
2026;50225;MEDICINA;UNIVERSIDAD SAN SEBASTIAN;SALUD;90;110;1;832;32.32;820;843.7;854;878.46;870.75;899;924.6;982
2026;50226;NUTRICIÓN Y DIETÉTICA;UNIVERSIDAD SAN SEBASTIAN;SALUD;70;17;0;485.5;98.94;473;497.2;539;602.82;584.5;650;728.4;842
2026;50227;OBSTETRICIA;UNIVERSIDAD SAN SEBASTIAN;SALUD;110;88;0;478.5;72.35;459;493.35;513.38;575.81;565.5;638.75;675.4;751
2026;50228;PSICOLOGÍA;UNIVERSIDAD SAN SEBASTIAN;CIENCIAS SOCIALES;150;72;0;461;94.03;461;486.1;519;590.22;578.5;644.5;707.1;900.5
2026;50229;QUÍMICA Y FARMACIA;UNIVERSIDAD SAN SEBASTIAN;SALUD;120;109;0;484.5;94.03;463;573.1;606;675.69;670.5;745;812.8;865.5
2026;50230;TECNOLOGÍA MÉDICA;UNIVERSIDAD SAN SEBASTIAN;SALUD;80;42;0;473;90.94;461.5;503.1;539.12;604.07;604;654.38;721.1;793.5
2026;50231;TERAPIA OCUPACIONAL;UNIVERSIDAD SAN SEBASTIAN;SALUD;60;20;0;535.5;72.37;470.5;481.65;508.12;566.95;567.5;609.5;638.1;727.5
2026;50232;ADMINISTRACIÓN PÚBLICA;UNIVERSIDAD SAN SEBASTIAN;CIENCIAS SOCIALES;50;12;0;461.5;113.38;461.5;479.65;563.88;635.33;635.5;717.5;758.15;837
2026;50233;MEDICINA VETERINARIA;UNIVERSIDAD SAN SEBASTIAN;AGROPECUARIA;160;126;0;459;95.04;459;494.5;539;604.1;586.75;655.62;717.75;908
2026;50501;ARQUITECTURA;UNIVERSIDAD SAN SEBASTIAN;ARTE Y ARQUITECTURA;60;31;0;511.5;100.32;476;496;515.75;600.48;593;666;724;899
2026;50502;DERECHO;UNIVERSIDAD SAN SEBASTIAN;DERECHO;140;75;0;596.5;92.99;471;520.3;549.25;619.58;613;670.25;747.3;900.5
2026;50506;INGENIERÍA CIVIL INDUSTRIAL;UNIVERSIDAD SAN SEBASTIAN;TECNOLOGÍA;60;40;0;481.5;114.29;481.5;541.8;576;663.91;648;712.88;853.85;956.5
2026;50507;INGENIERÍA CIVIL INFORMÁTICA;UNIVERSIDAD SAN SEBASTIAN;TECNOLOGÍA;60;23;0;539.5;93.05;519.5;524.7;561.25;623.54;608;649;733.9;846.5
2026;50508;INGENIERÍA COMERCIAL;UNIVERSIDAD SAN SEBASTIAN;ADMINISTRACIÓN Y COMERCIO;90;42;0;473;74.98;464;485.8;538.25;587.12;580.25;627.12;677.35;768
2026;50510;ODONTOLOGÍA;UNIVERSIDAD SAN SEBASTIAN;SALUD;100;75;0;484;98.26;463;489.5;523.25;600.57;584;656.25;733.2;878.5
2026;50519;BACHILLERATO EN CIENCIAS DE LA SALUD;UNIVERSIDAD SAN SEBASTIAN;SALUD;110;83;0;513;110.43;483;561.6;672.75;734.29;742;807;869.9;930
2026;50521;ENFERMERÍA;UNIVERSIDAD SAN SEBASTIAN;SALUD;125;104;0;465;79.43;378.5;486.65;503.5;566.52;555.25;599.25;649.35;823
2026;50522;FONOAUDIOLOGÍA;UNIVERSIDAD SAN SEBASTIAN;SALUD;50;8;0;463.5;124.63;463.5;493.25;516.88;599.44;555;660.12;767.6;818
2026;50524;KINESIOLOGÍA;UNIVERSIDAD SAN SEBASTIAN;SALUD;100;76;0;468.5;83.09;460.5;481;516.38;568.99;551.25;604.5;646;879.5
2026;50525;MEDICINA;UNIVERSIDAD SAN SEBASTIAN;SALUD;78;89;1;887;25.45;834;872.2;887;903.43;904;920.5;936.2;968
2026;50526;NUTRICIÓN Y DIETÉTICA;UNIVERSIDAD SAN SEBASTIAN;SALUD;70;38;0;468.5;78.15;461.5;483.5;518.88;571.18;553.5;617.75;711.25;731.5
2026;50527;OBSTETRICIA;UNIVERSIDAD SAN SEBASTIAN;SALUD;90;92;1;465;71.3;461.5;489.95;508.75;565.82;554.5;610.5;646;865.5
2026;50528;PSICOLOGÍA;UNIVERSIDAD SAN SEBASTIAN;CIENCIAS SOCIALES;150;96;0;496;73.01;444;488.25;512.5;569.47;559.5;605.12;656.25;815.5
2026;50529;QUÍMICA Y FARMACIA;UNIVERSIDAD SAN SEBASTIAN;SALUD;90;84;0;560.5;76.44;488;541.4;580.62;638.21;639.5;689;723.1;868
2026;50530;TECNOLOGÍA MÉDICA;UNIVERSIDAD SAN SEBASTIAN;SALUD;80;72;0;487;74.82;475;501.35;553.88;599.65;588.25;651;685.95;865.5
2026;50531;TERAPIA OCUPACIONAL;UNIVERSIDAD SAN SEBASTIAN;SALUD;60;28;0;464.5;91.21;464.5;497.05;525.12;586.23;547.75;637.88;726.95;780.5
2026;50533;MEDICINA VETERINARIA;UNIVERSIDAD SAN SEBASTIAN;AGROPECUARIA;66;81;1;509.5;80.86;460.5;509.5;553;607.91;593;645.5;713.5;860.5
2026;50801;ARQUITECTURA;UNIVERSIDAD SAN SEBASTIAN;ARTE Y ARQUITECTURA;120;60;0;471;81.94;467.5;491.3;526.5;586.41;572;635.25;696.25;801.5
2026;50802;DERECHO;UNIVERSIDAD SAN SEBASTIAN;DERECHO;300;175;0;463;81.39;462;498.8;531;587.88;571;632.25;704.7;898
2026;50804;INGENIERÍA CIVIL;UNIVERSIDAD SAN SEBASTIAN;TECNOLOGÍA;40;41;1;531.5;110.98;493.5;531.5;567.5;667.41;653.5;749;828.5;869
2026;50805;INGENIERÍA CIVIL EN MINAS;UNIVERSIDAD SAN SEBASTIAN;TECNOLOGÍA;140;172;1;465;84.24;464.5;497.6;530.38;592.34;583.5;644.88;694.45;904
2026;50806;INGENIERÍA CIVIL INDUSTRIAL;UNIVERSIDAD SAN SEBASTIAN;TECNOLOGÍA;120;140;1;496.5;92.31;469.5;502.75;552.5;619.55;601.75;686.5;739.6;893.5
2026;50807;INGENIERÍA CIVIL INFORMÁTICA;UNIVERSIDAD SAN SEBASTIAN;TECNOLOGÍA;150;157;1;472.5;101.88;459;534.9;572;649.34;640;711;807.5;884.5
2026;50808;INGENIERÍA COMERCIAL;UNIVERSIDAD SAN SEBASTIAN;ADMINISTRACIÓN Y COMERCIO;220;129;0;471.5;78.23;466.5;499.5;539.5;591.6;578;639.5;694.8;894.5
2026;50810;ODONTOLOGÍA;UNIVERSIDAD SAN SEBASTIAN;SALUD;290;428;1;487.5;82.48;465;496.05;532.75;592.73;583;639.75;699.3;958
2026;50811;PEDAGOGÍA EN EDUCACIÓN BÁSICA;UNIVERSIDAD SAN SEBASTIAN;EDUCACIÓN;35;9;0;552.5;71.52;547.5;551.5;560;617;582;646;709.5;747.5
2026;50812;PEDAGOGÍA EN EDUCACIÓN DIFERENCIAL;UNIVERSIDAD SAN SEBASTIAN;EDUCACIÓN;30;6;0;575;83.19;566.5;570.75;589.12;651.83;648.25;675.88;736.5;793.5
2026;50815;PEDAGOGÍA EN INGLÉS;UNIVERSIDAD SAN SEBASTIAN;EDUCACIÓN;50;14;0;637.5;68.21;550.5;557.65;562.25;616.61;590.75;643.5;702.35;774.5
2026;50832;ADMINISTRACIÓN PÚBLICA;UNIVERSIDAD SAN SEBASTIAN;CIENCIAS SOCIALES;50;25;0;469.5;58.77;469.5;538.3;573;597.28;584;632.5;665.1;742
2026;50833;MEDICINA VETERINARIA;UNIVERSIDAD SAN SEBASTIAN;AGROPECUARIA;334;315;0;475.5;86.72;458;485;522;589.6;583;636;713.4;862.5
2026;50835;ANIMACIÓN DIGITAL;UNIVERSIDAD SAN SEBASTIAN;ARTE Y ARQUITECTURA;100;76;0;463;102.89;463;481.5;531;602.85;588.75;648.12;736.25;891.5
2026;50842;GEOLOGÍA;UNIVERSIDAD SAN SEBASTIAN;CIENCIAS BÁSICAS;60;12;0;678;122.32;508;525.5;593.75;682.83;680;772.25;861.35;871
2026;50918;ADMINISTRACIÓN EN ECOTURISMO;UNIVERSIDAD SAN SEBASTIAN;ADMINISTRACIÓN Y COMERCIO;80;36;0;459.5;83.59;459.5;496.5;541.12;603.19;595.75;656.25;722.25;787
2026;50919;BACHILLERATO EN CIENCIAS DE LA SALUD;UNIVERSIDAD SAN SEBASTIAN;SALUD;330;400;1;588.5;109.94;483;571.45;632.5;720.38;725.5;812.12;864.15;965
2026;50920;BIOQUÍMICA;UNIVERSIDAD SAN SEBASTIAN;CIENCIAS BÁSICAS;85;68;0;543.5;92.33;480;528.35;559.75;641.15;645.75;701.12;756.6;907.5
2026;50921;ENFERMERÍA;UNIVERSIDAD SAN SEBASTIAN;SALUD;235;360;1;461.5;77.84;339.5;485.5;514.88;571.26;559.75;606.25;676.95;894.5
2026;50922;FONOAUDIOLOGÍA;UNIVERSIDAD SAN SEBASTIAN;SALUD;60;39;0;476.5;89.35;468;491.9;500;572.21;543;609.25;705.7;807.5
2026;50924;KINESIOLOGÍA;UNIVERSIDAD SAN SEBASTIAN;SALUD;190;170;0;469;78.04;458.5;476.2;508;565.12;547.5;604.25;678.85;852.5
2026;50925;MEDICINA;UNIVERSIDAD SAN SEBASTIAN;SALUD;130;151;1;904;19.75;895;908;920.75;932.21;930;943;958;1000
2026;50926;NUTRICIÓN Y DIETÉTICA;UNIVERSIDAD SAN SEBASTIAN;SALUD;100;35;0;519.5;68.21;468.5;495.5;523;574.86;571.5;610;657.3;754.5
2026;50927;OBSTETRICIA;UNIVERSIDAD SAN SEBASTIAN;SALUD;165;223;1;546;53.11;511.5;546.9;574.5;611.48;604;643;689.6;773.5
2026;50928;PSICOLOGÍA;UNIVERSIDAD SAN SEBASTIAN;CIENCIAS SOCIALES;290;255;0;470.5;81.54;460;486.1;515;579.28;568;626.75;695.4;861.5
2026;50929;QUÍMICA Y FARMACIA;UNIVERSIDAD SAN SEBASTIAN;SALUD;260;305;1;625;73.46;549.5;635.3;674.5;727.68;724.5;775.5;824.3;934
2026;50930;TECNOLOGÍA MÉDICA;UNIVERSIDAD SAN SEBASTIAN;SALUD;210;161;0;465.5;83.87;465.5;503;531.5;596.43;588;641.5;721.5;837
2026;50931;TERAPIA OCUPACIONAL;UNIVERSIDAD SAN SEBASTIAN;SALUD;100;67;0;459.5;78.57;459.5;476.6;516.25;570.91;564.5;599.75;676.4;794
2026;50932;LICENCIATURA EN CIENCIAS DE LA ACTIVIDAD FÍSICA;UNIVERSIDAD SAN SEBASTIAN;EDUCACIÓN;60;27;0;497;93.79;469;483.5;497.75;559.22;532.5;578.25;684;836
2026;50939;LICENCIATURA EN ARTE Y CONSERVACIÓN DEL PATRIMONIO;UNIVERSIDAD SAN SEBASTIAN;ARTE Y ARQUITECTURA;30;20;0;465;130.65;465;493.7;507.75;636.1;637;724.25;777.75;891.5
2026;51100;ADMINISTRACIÓN PÚBLICA - SANTIAGO;UNIVERSIDAD CENTRAL;CIENCIAS SOCIALES;60;74;1;489.5;68.82;478.5;498.95;534.75;584.61;577.5;634.38;677.2;753
2026;51101;CIENCIA POLÍTICA - SANTIAGO;UNIVERSIDAD CENTRAL;CIENCIAS SOCIALES;40;55;1;520.5;56.04;466;502.9;531.25;570.96;561.5;611.25;632.8;706
2026;51110;ARQUITECTURA - SANTIAGO;UNIVERSIDAD CENTRAL;ARTE Y ARQUITECTURA;100;120;1;568;68.05;461.5;524.9;549.75;602.4;598.25;641.5;689.85;816
2026;51111;ARQUITECTURA DEL PAISAJE - SANTIAGO;UNIVERSIDAD CENTRAL;ARTE Y ARQUITECTURA;30;27;0;534.5;81.14;466;470.1;526.5;574.26;557.5;621.75;686.8;760
2026;51120;PERIODISMO - SANTIAGO;UNIVERSIDAD CENTRAL;CIENCIAS SOCIALES;40;44;1;487;66.03;458;481.05;507.25;559.97;552.5;600.38;646.85;724.5
2026;51121;PUBLICIDAD - SANTIAGO;UNIVERSIDAD CENTRAL;CIENCIAS SOCIALES;45;60;1;614;54.58;463;488.4;521;558.81;563.25;591.5;626.45;682.5
2026;51130;DERECHO - SANTIAGO;UNIVERSIDAD CENTRAL;DERECHO;195;245;1;593;79.41;466;520.5;552.5;613.71;601.5;670.5;716.3;898.5
2026;51140;PSICOLOGÍA - SANTIAGO;UNIVERSIDAD CENTRAL;CIENCIAS SOCIALES;230;280;1;504;70.61;465;531.1;567.38;616.93;610;660.5;719.5;797
2026;51141;SOCIOLOGÍA - SANTIAGO;UNIVERSIDAD CENTRAL;CIENCIAS SOCIALES;25;9;0;519;70.81;471.5;491.1;519;583.94;608.5;633.5;647.4;675
2026;51142;TRABAJO SOCIAL - SANTIAGO;UNIVERSIDAD CENTRAL;CIENCIAS SOCIALES;45;60;1;478.5;65.08;459;481.5;498.88;544.21;525.75;575;639;786.5
2026;51150;ENFERMERÍA - SANTIAGO;UNIVERSIDAD CENTRAL;SALUD;150;190;1;563.5;72.06;446.5;535.3;565.25;618.71;614;659;700.2;898
